category_id,title,parent_1,parent_2,parent_3
trailerrepair,Trailer Repair,auto,,
trains,Trains,transport,,
trainstations,Train Stations,hotelstravel,,
trampoline,Trampoline Parks,active,,
translationservices,Translation Services,professional,,
transmissionrepair,Transmission Repair,auto,,
transport,Transportation,hotelstravel,,
tras_os_montes,Tras-os-Montes,portuguese,,
trattorie,Trattorie,restaurants,,
travelagents,Travel Agents,travelservices,,
travelservices,Travel Services,hotelstravel,,
treeservices,Tree Services,homeservices,,
trinidadian,Trinidadian,caribbean,,
triviahosts,Trivia Hosts,eventservices,,
trophyshops,Trophy Shops,shopping,,
tropicalmedicine,Tropical Medicine,physicians,,
truck_rental,Truck Rental,auto,,
truckdealers,Commercial Truck Dealers,auto,,
truckrepair,Commercial Truck Repair,auto,,
tubing,Tubing,active,,
tuina,Tui Na,tcm,,
turkish,Turkish,restaurants,,
turkishravioli,Turkish Ravioli,turkish,,
tuscan,Tuscan,italian,,
tutoring,Tutoring Centers,education,,
tvmounting,TV Mounting,localservices,,
udon,Udon,japanese,,
ukrainian,Ukrainian,restaurants,,
ultrasoundimagingcenters,Ultrasound Imaging Centers,health,,
unagi,Unagi,japanese,,
underseamedicine,Undersea/Hyperbaric Medicine,physicians,,
uniforms,Uniforms,shopping,,
university_housing,University Housing,realestate,,
unofficialyelpevents,Unofficial Yelp Events,localflavor,,
urgent_care,Urgent Care,health,,
urologists,Urologists,physicians,,
usedbooks,Used Bookstore,shopping,,
usedcardealers,Used Car Dealers,auto,,
utilities,Utilities,homeservices,,
uzbek,Uzbek,restaurants,,
vacation_rentals,Vacation Rentals,hotelstravel,,
vacationrentalagents,Vacation Rental Agents,hotelstravel,,
valetservices,Valet Services,eventservices,,
vapeshops,Vape Shops,shopping,,
vascularmedicine,Vascular Medicine,physicians,,
vegan,Vegan,restaurants,,
vegetarian,Vegetarian,restaurants,,
vehicleshipping,Vehicle Shipping,auto,,
vehiclewraps,Vehicle Wraps,auto,,
venetian,Venetian,italian,,
venezuelan,Venezuelan,latin,,
venison,Venison,restaurants,,
venues,Venues & Event Spaces,eventservices,,
vermouthbars,Vermouth Bars,bars,,
vet,Veterinarians,pets,,
veteransorganizations,Veterans Organizations,social_clubs,,
videoandgames,Videos & Video Game Rental,media,,
videofilmproductions,Video/Film Production,professional,,
videogamestores,Video Game Stores,media,,
videographers,Videographers,eventservices,,
vietnamese,Vietnamese,restaurants,,
vintage,"Used, Vintage & Consignment",fashion,,
vinyl_records,Vinyl Records,media,,
vinylsiding,Siding,homeservices,,
virtualrealitycenters,Virtual Reality Centers,arts,,
visitorcenters,Visitor Centers,travelservices,,
vitaminssupplements,Vitamins & Supplements,shopping,,
vocalcoach,Vocal Coach,musicinstrumentservices,,
vocation,Vocational & Technical School,specialtyschools,,
volleyball,Volleyball,active,,
waffles,Waffles,restaurants,,
waldorfschools,Waldorf Schools,education,,
walkinclinics,Walk-in Clinics,medcenters,,
walkingtours,Walking Tours,tours,,
wallpapering,Wallpapering,homeservices,,
watch_repair,Watch Repair,localservices,,
watches,Watches,shopping,,
waterdelivery,Water Delivery,localservices,,
waterheaterinstallrepair,Water Heater Installation/Repair,homeservices,,
waterparks,Water Parks,active,,
waterproofing,Waterproofing,homeservices,,
waterpurification,Water Purification Services,homeservices,,
waterstores,Water Stores,food,,
watersuppliers,Water Suppliers,utilities,,
watertaxis,Water Taxis,transport,,
waxing,Waxing,hairremoval,,
web_design,Web Design,professional,,
wedding_planning,Wedding Planning,eventservices,,
weddingchappels,Wedding Chapels,eventservices,,
weightlosscenters,Weight Loss Centers,health,,
welldrilling,Well Drilling,localservices,,
westernjapanese,Western Style Japanese Food,japanese,,
whalewatchingtours,Whale Watching Tours,tours,,
wheelrimrepair,Wheel & Rim Repair,auto,,
whiskeybars,Whiskey Bars,bars,,
wholesale_stores,Wholesale Stores,shopping,,
wholesalers,Wholesalers,professional,,
wigs,Wigs,shopping,,
wildlifecontrol,Wildlife Control,localservices,,
wildlifehunting,Wildlife Hunting Ranges,active,,
willstrustsprobates,"Wills, Trusts, & Probates",estateplanning,,
windowsinstallation,Windows Installation,homeservices,,
windowwashing,Window Washing,homeservices,,
windshieldinstallrepair,Windshield Installation & Repair,auto,,
wine_bars,Wine Bars,bars,,
wineries,Wineries,arts,food,
winetasteclasses,Wine Tasting Classes,tastingclasses,,
winetastingroom,Wine Tasting Room,wineries,,
winetours,Wine Tours,tours,,
wok,Wok,restaurants,,
womenscloth,Women's Clothing,fashion,,
workerscomplaw,Workers Compensation Law,lawyers,,
wraps,Wraps,restaurants,,
xmasmarkets,Christmas Markets,festivals,,
yakiniku,Yakiniku,japanese,,
yakitori,Yakitori,japanese,,
yelpevents,Yelp Events,localflavor,,
yoga,Yoga,fitness,,
youth_club,Youth Club,localservices,,
yucatan,Yucatan,mexican,,
yugoslav,Yugoslav,restaurants,,
zapiekanka,Zapiekanka,food,,
zipline,Ziplining,active,,
zoos,Zoos,active,,
zorbing,Zorbing,active,,
